rank,symbol,valid,eligible,classification,smart_money_score,close,volume,average_turnover_tl,rsi,atr_pct,ema20_distance,volume_ratio,volume_accumulation_ratio,up_down_volume_ratio,range_20_pct,close_position,upper_wick_ratio,distance_to_high_20,return_1d,return_5d,return_10d,return_20d,positive_reasons,risk_reasons,trend_score,volume_score,compression_score,candle_score,momentum_score,liquidity_score,risk_penalty,selection_score,elite_priority,source,signal_date,signal_price,return_5d_at_signal,return_10d_at_signal,return_20d_at_signal,result_1d,result_3d,result_5d,result_10d,max_result_5d,min_result_5d,max_result_10d,min_result_10d,hit_3pct_5d,hit_5pct_10d,status
2,BIMAS,True,True,GÜÇLÜ ADAY,72,245.0,13604802,2584440174.07,60.09,3.01,5.05,1.22,0.55,1.94,11.2,0.91,0.09,-1.34,3.59,5.6,10.17,8.29,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.22x | Yükselen gün hacmi baskın | Güçlü sıkışma %11.2 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 60.1 | Erken momentum,Belirgin risk yok,14,13,15,10,15,5,0,47.7,0,historical_backfill,2025-05-07,245.0,5.6,10.17,8.29,0.1,1.53,1.33,-2.76,1.53,-2.3,1.53,-4.8,0,0,tamamlandı
3,MGROS,True,True,GÜÇLÜ ADAY,68,501.0,1612540,874687838.62,52.87,3.25,1.92,0.9,0.77,1.49,8.17,1.0,0.0,0.4,2.56,1.67,2.35,4.16,EMA20 üzerinde | EMA20 eğimi yukarı | Güçlü sıkışma %8.2 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 52.9 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,4,15,10,20,5,0,42.4,0,historical_backfill,2025-05-07,501.0,1.67,2.35,4.16,1.4,7.09,5.79,0.6,7.39,1.4,7.39,0.6,1,1,tamamlandı
1,TTKOM,True,True,GÜÇLÜ ADAY,77,60.85,19667896,1008901480.76,65.1,3.45,5.46,1.12,1.15,3.3,19.77,0.73,0.27,2.95,1.67,-0.81,11.55,14.81,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.12x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.8 | RSI sağlıklı bölgede 65.1 | 20 günlük dirence yakın,Belirgin risk yok,20,23,6,6,17,5,0,54.55,0,historical_backfill,2025-05-22,60.85,-0.81,11.55,14.81,-0.99,-1.81,-3.45,-4.68,-0.58,-3.45,-0.58,-9.7,0,0,tamamlandı
2,GUBRF,True,True,GÜÇLÜ ADAY,79,287.0,4621469,1061551805.73,54.72,3.88,2.36,1.22,1.24,1.2,12.72,0.78,0.22,5.98,2.78,4.36,6.39,-2.63,EMA20 üzerinde | Orta vadeli trend pozitif | Hacim ortalamanın üzerinde 1.22x | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.7 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 54.7 | Erken momentum,Belirgin risk yok,16,20,15,8,15,5,0,53.7,0,historical_backfill,2025-05-22,287.0,4.36,6.39,-2.63,-1.74,-9.76,-7.84,-15.26,-1.74,-9.84,-1.74,-17.8,0,0,tamamlandı
3,AKBNK,True,True,GÜÇLÜ ADAY,72,53.65,149130710,6025214168.98,56.63,3.36,3.89,1.26,1.18,1.57,13.83,0.51,0.49,0.09,2.19,3.57,8.43,7.77,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.26x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %13.8 | RSI sağlıklı bölgede 56.6 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,23,10,0,20,5,0,51.45,0,historical_backfill,2025-05-22,53.65,3.57,8.43,7.77,-3.26,-5.03,-1.58,4.85,-1.58,-5.03,4.85,-5.03,0,0,tamamlandı
1,DOCO,True,True,GÜÇLÜ ADAY,67,7897.5,3530,104721079.0,66.24,3.32,6.13,0.25,0.38,2.76,14.2,0.55,0.45,0.5,0.93,3.81,4.26,12.98,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %14.2 | Volatilite daralıyor | RSI sağlıklı bölgede 66.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,0,20,5,0,44.4,0,historical_backfill,2025-06-05,7897.5,3.81,4.26,12.98,2.12,1.9,0.0,-3.13,2.12,-1.36,2.12,-4.02,0,0,tamamlandı
2,BIMAS,True,True,GÜÇLÜ ADAY,65,260.75,3977454,2504709165.5,68.16,2.64,6.91,0.39,0.84,3.34,12.03,1.0,0.0,-1.16,1.16,7.97,9.44,6.43,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %12.0 | Volatilite daralıyor | Güçlü kapanış | Erken momentum,Belirgin risk yok,20,7,15,10,8,5,0,43.2,0,historical_backfill,2025-06-05,260.75,7.97,9.44,6.43,0.58,-3.07,-4.79,-12.42,0.58,-5.08,0.58,-12.42,0,0,tamamlandı
1,ASELS,True,True,GÜÇLÜ ADAY,79,147.1,33863987,4261525791.26,61.55,3.62,5.02,1.11,1.09,1.72,18.75,0.82,0.18,2.39,0.55,5.9,5.45,7.37,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.11x | Yükselen gün hacmi baskın | Kontrollü bant %18.8 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 61.5 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,13,11,10,20,5,0,52.0,0,historical_backfill,2025-06-23,147.1,5.9,5.45,7.37,-3.06,-4.62,2.52,2.86,2.52,-4.62,2.86,-4.62,0,0,tamamlandı
2,HALKB,True,True,GÜÇLÜ ADAY,74,21.2,26660913,616288711.79,56.66,3.39,3.02,0.88,0.64,1.3,12.18,0.8,0.2,1.21,1.92,5.05,2.71,1.44,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü sıkışma %12.2 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 56.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,4,15,10,20,5,0,46.3,0,historical_backfill,2025-06-23,21.2,5.05,2.71,1.44,5.19,12.64,14.72,23.58,14.72,5.19,26.98,5.19,1,1,tamamlandı
3,INVES,True,True,GÜÇLÜ ADAY,65,224.8,341893,24412715.03,50.85,5.96,0.38,3.1,2.37,1.05,23.58,1.0,0.0,6.14,9.98,-1.27,-1.06,2.27,EMA20 üzerinde | Orta vadeli trend pozitif | Güçlü hacim 3.10x | 10 günlük hacim birikimi güçlü | Fiyat gitmeden sessiz hacim artışı | Güçlü kapanış | RSI sağlıklı bölgede 50.9,Belirgin risk yok,16,23,0,10,15,1,0,45.05,0,historical_backfill,2025-06-23,224.8,-1.27,-1.06,2.27,3.2,6.32,12.54,20.55,12.54,3.2,21.66,3.2,1,1,tamamlandı
1,TUPRS,True,True,GÜÇLÜ ADAY,79,146.2,16386969,3667852892.3,63.52,3.06,4.98,0.62,1.42,1.47,20.4,0.62,0.38,4.01,-0.68,4.43,-1.48,11.77,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %20.4 | Volatilite daralıyor | RSI sağlıklı bölgede 63.5 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,17,11,6,20,5,0,53.4,0,historical_backfill,2025-07-07,146.2,4.43,-1.48,11.77,-3.9,2.74,6.36,14.64,6.84,-3.9,14.64,-3.9,1,1,tamamlandı
2,TRGYO,True,True,GÜÇLÜ ADAY,74,68.95,1460650,122606228.72,62.67,3.33,5.15,0.78,1.42,1.7,20.02,0.76,0.24,4.57,-0.65,3.14,12.94,13.03,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Kontrollü bant %20.0 | Güçlü kapanış | RSI sağlıklı bölgede 62.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,15,6,8,20,5,0,51.95,0,historical_backfill,2025-07-07,68.95,3.14,12.94,13.03,-0.65,0.29,-0.65,5.37,1.81,-0.65,5.37,-0.65,0,1,tamamlandı
3,MGROS,True,True,GÜÇLÜ ADAY,72,499.25,1153558,757618416.05,55.84,2.81,2.34,0.74,1.24,1.57,15.91,1.0,0.0,3.81,-0.65,0.91,9.25,1.63,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.9 | Güçlü kapanış | RSI sağlıklı bölgede 55.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,17,6,10,20,5,0,50.65,0,historical_backfill,2025-07-07,499.25,0.91,9.25,1.63,-4.26,-1.9,-2.65,4.16,-1.9,-4.26,4.16,-4.26,0,0,tamamlandı
1,ENKAI,True,True,ELİT ADAY,89,68.05,17693165,811582422.6,61.04,3.14,4.54,1.43,1.18,1.84,11.93,0.65,0.35,1.31,1.11,6.0,3.11,12.67,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.43x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.9 | Volatilite daralıyor | RSI sağlıklı bölgede 61.0 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,15,6,20,5,0,62.2,1,historical_backfill,2025-07-22,68.05,6.0,3.11,12.67,0.73,1.62,-2.2,2.2,1.69,-2.2,2.72,-2.2,0,0,tamamlandı
2,MGROS,True,True,GÜÇLÜ ADAY,81,520.0,2017336,903359625.49,63.57,2.73,5.39,1.1,1.25,1.16,14.79,0.69,0.31,-0.19,1.36,7.0,4.16,13.79,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.10x | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.8 | Volatilite daralıyor | RSI sağlıklı bölgede 63.6 | Erken momentum,Belirgin risk yok,20,20,15,6,15,5,0,55.1,0,historical_backfill,2025-07-22,520.0,7.0,4.16,13.79,-0.29,2.12,1.73,1.44,2.79,-0.29,2.79,-0.29,0,0,tamamlandı
3,FROTO,True,True,GÜÇLÜ ADAY,71,93.75,21176101,1301086709.56,56.59,3.14,1.82,1.5,1.22,1.31,19.84,0.59,0.41,5.06,1.41,-2.39,1.35,10.29,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.50x | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.8 | Volatilite daralıyor | RSI sağlıklı bölgede 56.6,Belirgin risk yok,20,20,11,0,15,5,0,48.9,0,historical_backfill,2025-07-22,93.75,-2.39,1.35,10.29,-0.43,-1.44,-2.4,8.37,0.59,-2.4,8.37,-2.4,0,1,tamamlandı
1,ISCTR,True,True,GÜÇLÜ ADAY,70,15.31,341117060,5941945740.66,69.05,2.58,6.08,0.84,0.8,3.03,12.65,0.95,0.05,1.16,1.12,6.99,5.15,10.78,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %12.7 | Volatilite daralıyor | Güçlü kapanış | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,10,13,5,0,46.2,0,historical_backfill,2025-08-05,15.31,6.99,5.15,10.78,-1.83,-2.61,-3.79,-5.68,-1.11,-3.79,-1.11,-5.81,0,0,tamamlandı
2,HALKB,True,True,GÜÇLÜ ADAY,67,29.02,52544979,1090367637.71,74.07,2.98,8.32,1.3,0.66,1.94,15.98,0.87,0.13,-0.69,3.64,7.32,8.61,10.76,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.30x | Yükselen gün hacmi baskın | Kontrollü bant %16.0 | Volatilite daralıyor | Güçlü kapanış | Erken momentum,Belirgin risk yok,20,13,11,10,8,5,0,44.8,0,historical_backfill,2025-08-05,29.02,7.32,8.61,10.76,-2.55,-4.41,-6.55,-7.51,-2.55,-6.55,-2.55,-7.51,0,0,tamamlandı
3,VAKBN,True,True,GÜÇLÜ ADAY,67,29.42,21178268,584814248.51,67.21,2.76,4.35,1.03,0.63,4.03,11.9,0.57,0.43,0.74,0.41,3.96,4.18,7.69,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %11.9 | Volatilite daralıyor | RSI sağlıklı bölgede 67.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,0,20,5,0,44.4,0,historical_backfill,2025-08-05,29.42,3.96,4.18,7.69,-0.14,-2.18,-5.78,-5.98,-0.14,-5.78,-0.14,-7.82,0,0,tamamlandı
1,AEFES,True,True,ELİT ADAY,87,17.49,81652386,1202557386.02,65.29,3.45,6.45,1.11,1.8,3.38,17.84,0.81,0.19,1.19,2.28,3.13,11.47,12.19,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.11x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.8 | Güçlü kapanış | RSI sağlıklı bölgede 65.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,26,6,10,20,5,0,60.85,1,historical_backfill,2025-08-19,17.49,3.13,11.47,12.19,1.94,1.43,0.11,-10.01,2.63,0.11,2.63,-10.01,0,0,tamamlandı
2,ENJSA,True,True,ELİT ADAY,82,71.45,3758028,223807770.22,71.94,2.64,7.1,1.12,1.44,1.5,13.05,0.76,0.24,0.63,0.63,7.93,6.88,8.75,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.12x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %13.1 | Güçlü kapanış | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,26,10,8,13,5,0,58.05,1,historical_backfill,2025-08-19,71.45,7.93,6.88,8.75,-0.63,0.7,5.67,0.98,5.67,-0.63,10.57,-0.63,1,1,tamamlandı
3,KLRHO,True,True,GÜÇLÜ ADAY,75,69.45,2247030,84146968.12,58.06,5.55,5.91,1.75,0.63,3.21,19.5,0.77,0.23,3.54,7.42,7.67,4.67,1.24,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.75x | Yükselen gün hacmi baskın | Kontrollü bant %19.5 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 58.1 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,16,17,11,8,20,3,0,49.9,0,historical_backfill,2025-08-19,69.45,7.67,4.67,1.24,-9.0,-8.42,-3.17,-7.85,-3.17,-9.0,-3.17,-9.0,0,0,tamamlandı
1,GUBRF,True,True,GÜÇLÜ ADAY,76,285.5,3373011,729913225.08,59.99,3.34,2.14,1.29,1.19,2.55,14.25,0.51,0.49,5.07,-2.31,-3.22,5.64,8.56,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.29x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.2 | Volatilite daralıyor | RSI sağlıklı bölgede 60.0,Belirgin risk yok,20,23,15,0,13,5,0,54.4,0,historical_backfill,2025-09-02,285.5,-3.22,5.64,8.56,0.53,-5.6,-5.95,-2.45,0.53,-5.95,0.53,-9.11,0,0,tamamlandı
1,GARAN,True,True,ELİT ADAY,86,149.8,40932468,4564091882.06,60.03,3.57,5.19,1.28,1.86,2.4,14.54,0.98,0.02,1.45,2.39,8.47,6.54,4.76,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.28x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.5 | Güçlü kapanış | RSI sağlıklı bölgede 60.0 | 20 günlük dirence yakın,Belirgin risk yok,20,26,10,10,15,5,0,60.45,1,historical_backfill,2025-09-16,149.8,8.47,6.54,4.76,-0.87,-1.2,-2.2,-6.68,-0.13,-4.14,-0.13,-8.14,0,0,tamamlandı
2,ISCTR,True,True,ELİT ADAY,82,14.93,684089109,6511558040.9,58.36,3.72,4.36,1.51,1.91,4.69,19.2,0.82,0.18,3.43,0.4,9.54,8.11,3.39,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.51x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.2 | Güçlü kapanış | RSI sağlıklı bölgede 58.4 | 20 günlük dirence yakın,Belirgin risk yok,16,30,6,10,15,5,0,58.05,1,historical_backfill,2025-09-16,14.93,9.54,8.11,3.39,0.6,0.94,-0.54,-5.22,1.81,-3.22,1.81,-5.49,0,0,tamamlandı
3,YKBNK,True,True,GÜÇLÜ ADAY,78,34.04,263035946,7302607178.95,60.43,3.75,6.11,1.15,2.02,1.96,19.11,0.96,0.04,2.13,3.09,10.38,7.79,5.13,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.15x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.1 | Güçlü kapanış | RSI sağlıklı bölgede 60.4 | 20 günlük dirence yakın,Belirgin risk yok,16,26,6,10,15,5,0,51.25,0,historical_backfill,2025-09-16,34.04,10.38,7.79,5.13,0.88,1.88,2.76,-0.29,4.52,-1.53,4.52,-1.53,1,0,tamamlandı
1,ISDMR,True,True,GÜÇLÜ ADAY,79,38.38,1637137,130631495.73,50.93,2.88,0.45,0.48,2.1,2.0,15.81,0.84,0.16,6.12,1.64,-3.37,3.39,0.68,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.8 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 50.9,Belirgin risk yok,20,20,11,10,13,5,0,55.7,0,historical_backfill,2025-09-30,38.38,-3.37,3.39,0.68,-0.21,-0.63,-1.46,-6.31,-0.21,-1.46,-0.21,-6.31,0,0,tamamlandı
2,TCELL,True,True,GÜÇLÜ ADAY,72,97.85,31907935,2473598719.25,58.64,2.45,2.12,1.21,0.77,2.74,15.22,0.62,0.38,2.44,0.57,-1.21,2.78,7.29,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.21x | Yükselen gün hacmi baskın | Kontrollü bant %15.2 | Volatilite daralıyor | RSI sağlıklı bölgede 58.6 | 20 günlük dirence yakın,Belirgin risk yok,20,13,11,6,17,5,0,47.8,0,historical_backfill,2025-09-30,97.85,-1.21,2.78,7.29,1.69,0.26,2.61,-7.15,3.63,0.26,3.63,-7.15,1,0,tamamlandı
3,ENJSA,True,True,GÜÇLÜ ADAY,67,79.55,4603947,235593090.48,61.81,3.62,5.35,1.45,0.91,1.4,20.7,0.74,0.26,2.21,2.05,3.38,4.67,10.26,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.45x | Kontrollü bant %20.7 | RSI sağlıklı bölgede 61.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,10,6,6,20,5,0,42.25,0,historical_backfill,2025-09-30,79.55,3.38,4.67,10.26,2.07,1.95,0.63,-1.38,3.71,0.63,5.59,-1.38,1,1,tamamlandı
